date	hive1812	hive1813	hive1820	hive1824
9/2/2018 4:45	47.8762964	34.28165885	40.23495216	42.0677527
9/2/2018 4:50	47.89910519	34.29184152	40.271993	42.06906254
9/2/2018 4:55	47.90173698	34.30156134	40.27523408	42.08085111
9/2/2018 5:00	47.90305287	34.25481363	40.21365367	42.0839074
9/2/2018 5:05	47.90305287	34.29461861	40.28217924	42.0839074
9/2/2018 5:10	47.8977893	34.29184152	40.28356827	42.08652708
9/2/2018 5:15	47.89384163	34.30156134	40.28217924	42.0839074
9/2/2018 5:20	47.89910519	34.30156134	40.27940117	42.07954126
9/2/2018 5:25	47.8977893	34.30156134	40.27662311	42.07954126
9/2/2018 5:30	47.89515752	34.30294989	40.27662311	42.07954126
9/2/2018 5:35	47.8920871	34.30294989	40.271993	42.07692158
9/2/2018 5:40	47.89515752	34.30572698	40.271993	42.07168222
9/2/2018 5:45	47.8920871	34.30294989	40.26504784	42.0677527
9/2/2018 5:50	47.88945532	34.30156134	40.25810269	42.05945705
9/2/2018 5:55	47.88813943	34.30156134	40.24513839	42.03937283
9/2/2018 6:00	47.88550764	34.29878425	40.23356312	42.03151379
9/2/2018 6:05	47.88419175	34.30156134	40.22106184	42.02583781
9/2/2018 6:10	47.88419175	34.29878425	40.2150427	42.0123028
9/2/2018 6:15	47.88287586	34.29461861	40.21226464	42.01666893
9/2/2018 6:20	47.88024407	34.29461861	40.20809754	42.01797877
9/2/2018 6:25	47.87892818	34.29600716	40.19652228	42.01099296
9/2/2018 6:30	47.87761229	34.29461861	40.20393045	42.01404925
9/2/2018 6:35	47.8762964	34.29323007	40.20254141	42.00837328
9/2/2018 6:40	47.87191009	34.29184152	40.19513324	42.00444375
9/2/2018 6:45	47.87322598	34.29045297	40.19235518	41.99352842
9/2/2018 6:50	47.87191009	34.29600716	40.18679905	41.99221858
9/2/2018 6:55	47.86927831	34.29184152	40.17661282	41.9895989
9/2/2018 7:00	47.86533063	34.29461861	40.17522379	41.99352842
9/2/2018 7:05	47.86401474	34.28721303	40.17800185	41.99658471
9/2/2018 7:10	47.86269885	34.28582449	40.17800185	41.98828906
9/2/2018 7:15	47.86006706	34.28721303	40.17105669	41.97475404
9/2/2018 7:20	47.85173308	34.27888176	40.1627225	41.97213436
9/2/2018 7:25	47.8477854	34.27749321	40.17105669	41.97082452
9/2/2018 7:30	47.84646951	34.27749321	40.18402099	41.97213436
9/2/2018 7:35	47.84383773	34.2802703	40.18402099	41.96165564
9/2/2018 7:40	47.84515362	34.27749321	40.18402099	41.966895
9/2/2018 7:45	47.84252183	34.27749321	40.18402099	41.96296548
9/2/2018 7:50	47.83024017	34.27193903	40.18957712	41.966895
9/2/2018 7:55	47.81795852	34.26175636	40.18818809	41.96820484
9/2/2018 8:00	47.81927441	34.27332757	40.18818809	41.96296548
9/2/2018 8:05	47.83155607	34.26453345	40.19837432	41.97082452
9/2/2018 8:10	47.82190619	34.26175636	40.20254141	41.96951468
9/2/2018 8:15	47.83550374	34.26869909	40.20393045	41.97475404
9/2/2018 8:20	47.82190619	34.26869909	40.20948657	41.96558516
9/2/2018 8:25	47.81927441	34.26175636	40.20670851	41.96296548
9/2/2018 8:30	47.81006316	34.26175636	40.19652228	41.96165564
9/2/2018 8:35	47.81006316	34.25018514	40.2150427	41.96427532
9/2/2018 8:40	47.81137905	34.25897926	40.2108756	41.94943046
9/2/2018 8:45	47.80436096	34.25759072	40.21643173	41.95335998
9/2/2018 8:50	47.7977815	34.25481363	40.21828377	41.9507403
9/2/2018 8:55	47.80172918	34.25481363	40.21643173	41.94943046
9/2/2018 9:00	47.81006316	34.25759072	40.22661796	41.95990918
